name	description	function	returns	argument	type	details 
ee.Date.serialize	Returns the serialized representation of this object.	Date.serialize(legacy)	String	computedobject|legacy	ComputedObject|Boolean, optional	
ee.Date.unitRatio	Returns the ratio of the length of one unit to the length of another, e.g. unitRatio('day', 'minute') returns 1440.  Valid units are 'year', 'month' 'week', 'day', 'hour', 'minute', and 'second'.	ee.Date.unitRatio(numerator, denominator)	Float	numerator|denominator	String|String	
ee.Date.update	Create a new Date by setting one or more of the units of the given Date to a new value.  If a timeZone is given the new value(s) is interpreted in that zone.	Date.update(year, month, day, hour, minute, second, timeZone)	Date	date|year|month|day|hour|minute|second|timeZone	Date|Integer, default: null|Integer, default: null|Integer, default: null|Integer, default: null|Integer, default: null|Number, default: null|String, default: null	
ee.DateRange	Creates a DateRange with the given start (inclusive) and end (exclusive), which may be Dates, numbers (interpreted as milliseconds since 1970-01-01T00:00:00Z), or strings (such as '1996-01-01T08:00'). If 'end' is not specified, a 1-millisecond range starting at 'start' is created.	ee.DateRange(start, end, timeZone)	DateRange	start|end|timeZone	Object|Object, default: null|String, default: null	
ee.DateRange.contains	Returns true if the given Date or DateRange is within this DateRange.	DateRange.contains(other)	Boolean	dateRange|other	DateRange|Object	
ee.DateRange.end	Returns the (exclusive) end of this DateRange.	DateRange.end()	Date	dateRange	DateRange	
ee.DateRange.intersection	Returns a DateRange that contains all points in the intersection of this DateRange and another.	DateRange.intersection(other)	DateRange	dateRange|other	DateRange|DateRange	
ee.DateRange.intersects	Returns true if the given DateRange has at least one point in common with this DateRange.	DateRange.intersects(other)	Boolean	dateRange|other	DateRange|DateRange	
ee.DateRange.isEmpty	Returns true if this DateRange contains no dates (i.e. start >= end).	DateRange.isEmpty()	Boolean	dateRange	DateRange	
ee.DateRange.isUnbounded	Returns true if this DateRange contains all dates.	DateRange.isUnbounded()	Boolean	dateRange	DateRange	
ee.DateRange.start	Returns the (inclusive) start of this DateRange.	DateRange.start()	Date	dateRange	DateRange	
ee.DateRange.unbounded	Returns a DateRange that includes all possible dates.	ee.DateRange.unbounded()	DateRange			
ee.DateRange.union	UsageReturnsDateRange.union(other)DateRange	DateRange.union(other)	DateRange	dateRange|other	DateRange|DateRange	
ee.Dictionary	Constructs a new Dictionary.	ee.Dictionary(dict)	Dictionary	dict	ComputedObject|Object, optional	
ee.Dictionary.aside	Calls a function passing this object as the first argument, and returning itself. Convenient e.g. when debugging:	Dictionary.aside(func, var_args)	ComputedObject	computedobject|func|var_args	ComputedObject|Function|VarArgs	
ee.Dictionary.combine	Combines two dictionaries.  In the case of duplicate names, the output will contain the value of the second dictionary unless overwrite is false.  Null values in both dictionaries are ignored / removed.	Dictionary.combine(second, overwrite)	Dictionary	first|second|overwrite	Dictionary|Dictionary|Boolean, default: true	
ee.Dictionary.contains	Returns true if the dictionary contains the given key.	Dictionary.contains(key)	Boolean	dictionary|key	Dictionary|String, default: null	
ee.Dictionary.evaluate	Asynchronously retrieves the value of this object from the server and passes it to the provided callback function.	Dictionary.evaluate(callback)		computedobject|callback	ComputedObject|Function	
ee.Dictionary.fromLists	Construct a dictionary from two parallel lists of keys and values.	ee.Dictionary.fromLists(keys, values)	Dictionary	keys|values	List|List	
ee.Dictionary.get	Extracts a named value from a dictionary.  If the dictionary does not contain the given key, then defaultValue is returned, unless it is null.	Dictionary.get(key, defaultValue)	Object	dictionary|key|defaultValue	Dictionary|String|Object, default: null	
ee.Dictionary.getArray	Extracts a named array value from a dictionary.	Dictionary.getArray(key)	Array	dictionary|key	Dictionary|String	
ee.Dictionary.getGeometry	Extracts a named geometry value from a dictionary.	Dictionary.getGeometry(key)	Geometry	dictionary|key	Dictionary|String	
ee.Dictionary.getInfo	Retrieves the value of this object from the server.	Dictionary.getInfo(callback)	Object	computedobject|callback	ComputedObject|Function, optional	
ee.Dictionary.getNumber	Extracts a named number value from a dictionary.	Dictionary.getNumber(key)	Number	dictionary|key	Dictionary|String	
ee.Dictionary.getString	Extracts a named string value from a dictionary.	Dictionary.getString(key)	String	dictionary|key	Dictionary|String	
ee.Dictionary.keys	Retrieve the keys of a dictionary as a list.  The keys will be sorted in natural order.	Dictionary.keys()	List	dictionary	Dictionary	
ee.Dictionary.map	Map an algorithm over a dictionary.  The algorithm is expected to take 2 arguments, a key from the existing dictionary and the value it corresponds to, and return a new value for the given key.  If the algorithm returns null, the key is dropped.	Dictionary.map(baseAlgorithm)	Dictionary	dictionary|baseAlgorithm	Dictionary|Algorithm	
ee.Dictionary.remove	Returns a dictionary with the specified keys removed.	Dictionary.remove(selectors, ignoreMissing)	Dictionary	dictionary|selectors|ignoreMissing	Dictionary|List|Boolean, default: false	
ee.Dictionary.rename	Rename elements in a dictionary.	Dictionary.rename(from, to, overwrite)	Dictionary	dictionary|from|to|overwrite	Dictionary|List|List|Boolean, default: false	
ee.Dictionary.select	Returns a dictionary with only the specified keys.	Dictionary.select(selectors, ignoreMissing)	Dictionary	dictionary|selectors|ignoreMissing	Dictionary|List|Boolean, default: false	
ee.Dictionary.serialize	Returns the serialized representation of this object.	Dictionary.serialize(legacy)	String	computedobject|legacy	ComputedObject|Boolean, optional	
ee.Dictionary.set	Set a value in a dictionary.	Dictionary.set(key, value)	Dictionary	dictionary|key|value	Dictionary|String|Object	
ee.Dictionary.size	Returns the number of entries in a dictionary.	Dictionary.size()	Integer	dictionary	Dictionary	
ee.Dictionary.toArray	Returns numeric values of a dictionary as an array. If no keys are specified, all values are returned in the natural ordering of the dictionary's keys. The default 'axis' is 0.	Dictionary.toArray(keys, axis)	Array	dictionary|keys|axis	Dictionary|List, default: null|Integer, default: 0	
ee.Dictionary.toImage	Creates an image of constants from values in a dictionary. The bands of the image are ordered and named according to the names argument.  If no names are specified, the bands are sorted alpha-numerically.	Dictionary.toImage(names)	Image	dictionary|names	Dictionary|List, default: null	
ee.Dictionary.values	Returns the values of a dictionary as a list.  If no keys are specified, all values are returned in the natural ordering of the dictionary's keys.	Dictionary.values(keys)	List	dictionary|keys	Dictionary|List, default: null	
ee.ErrorMargin	Returns an ErrorMargin of the given type with the given value.	ee.ErrorMargin(value, unit)	ErrorMargin	value|unit	"Float, default: null|String, default: ""meters"""	
ee.Feature	Features can be constructed from one of the following arguments plus an optional dictionary of properties:	ee.Feature(geometry, properties)	Feature	geometry|properties	ComputedObject|Feature|Geometry|Object|Object, optional	
ee.Feature.area	Returns the area of the feature's default geometry. Area of points and line strings is 0, and the area of multi geometries is the sum of the areas of their components (intersecting areas are counted multiple times).	Feature.area(maxError, proj)	Float	feature|maxError|proj	Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.aside	Calls a function passing this object as the first argument, and returning itself. Convenient e.g. when debugging:	Feature.aside(func, var_args)	ComputedObject	computedobject|func|var_args	ComputedObject|Function|VarArgs	
ee.Feature.bounds	Returns a feature containing the bounding box of the geometry of a given feature.	Feature.bounds(maxError, proj)	Feature	feature|maxError|proj	Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.buffer	Returns the input buffered by a given distance. If the distance is positive, the geometry is expanded, and if the distance is negative, the geometry is contracted.	Feature.buffer(distance, maxError, proj)	Feature	feature|distance|maxError|proj	Element|Float|ErrorMargin, default: null|Projection, default: null	
ee.Feature.centroid	Returns a feature containing the point at the center of the highest-dimension components of the geometry of a feature. Lower-dimensional components are ignored, so the centroid of a geometry containing two polygons, three lines and a point is equivalent to the centroid of a geometry containing just the two polygons.	Feature.centroid(maxError, proj)	Feature	feature|maxError|proj	Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.containedIn	Returns true if and only if the geometry of one feature is contained in the geometry of another.	Feature.containedIn(right, maxError, proj)	Boolean	left|right|maxError|proj	Element|Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.contains	Returns true if and only if the geometry of one feature contains the geometry of another.	Feature.contains(right, maxError, proj)	Boolean	left|right|maxError|proj	Element|Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.convexHull	Returns the feature, with the geometry replaced by the convex hull of the original geometry. The convex hull of a single point is the point itself, the convex hull of collinear points is a line, and the convex hull of  everything else is a polygon. Note that a degenerate polygon with all vertices on the same line will result in a line segment.	Feature.convexHull(maxError, proj)	Feature	feature|maxError|proj	Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.copyProperties	Copies metadata properties from one element to another.	Feature.copyProperties(source, properties, exclude)	Element	destination|source|properties|exclude	Element, default: null|Element, default: null|List, default: null|List, default: null	
ee.Feature.cutLines	Converts LineString, MultiLineString, and LinearRing geometries into a MultiLineString by cutting them into parts no longer than the given distance along their length. All other geometry types will be converted to an empty MultiLineString.	Feature.cutLines(distances, maxError, proj)	Feature	feature|distances|maxError|proj	Element|List|ErrorMargin, default: null|Projection, default: null	
ee.Feature.difference	Returns a feature with the properties of the 'left' feature, and the geometry that results from subtracting the 'right' geometry from the 'left' geometry.	Feature.difference(right, maxError, proj)	Feature	left|right|maxError|proj	Element|Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.disjoint	Returns true if and only if the feature geometries are disjoint.	Feature.disjoint(right, maxError, proj)	Boolean	left|right|maxError|proj	Element|Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.dissolve	Returns a feature containing the union of the geometry of a feature. This leaves single geometries untouched, and unions multi geometries.	Feature.dissolve(maxError, proj)	Element	feature|maxError|proj	Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.distance	Returns the minimum distance between the geometries of two features.	Feature.distance(right, maxError, proj)	Float	left|right|maxError|proj	Element|Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.evaluate	Asynchronously retrieves the value of this object from the server and passes it to the provided callback function.	Feature.evaluate(callback)		computedobject|callback	ComputedObject|Function	
ee.Feature.geometry	Returns the geometry of a given feature in a given projection.	Feature.geometry(maxError, proj, geodesics)	Geometry	feature|maxError|proj|geodesics	Element|ErrorMargin, default: null|Projection, default: null|Boolean, default: null	
ee.Feature.get	Extract a property from a feature.	Feature.get(property)		object|property	Element|String	
ee.Feature.getArray	Extract a property from a feature.	Feature.getArray(property)	Array	object|property	Element|String	
ee.Feature.getInfo	An imperative function that returns information about this feature via an AJAX call.	Feature.getInfo(callback)	GeoJSONFeature	feature|callback	Feature|Function, optional	
ee.Feature.getMapId	An imperative function that returns a map ID and optional token, suitable for generating a Map overlay.	Feature.getMapId(visParams, callback)	MapId|Object	feature|visParams|callback	Feature|Object, optional|Function, optional	
ee.Feature.getNumber	Extract a property from a feature.	Feature.getNumber(property)	Number	object|property	Element|String	
ee.Feature.getString	Extract a property from a feature.	Feature.getString(property)	String	object|property	Element|String	
ee.Feature.hersDescriptor	Creates a dictionary of Histogram Error Ring Statistic (HERS) descriptor arrays from square array properties of an element. The HERS radius is taken to be the array's (side_length - 1) / 2.	Feature.hersDescriptor(selectors, buckets, peakWidthScale)	Dictionary	element|selectors|buckets|peakWidthScale	Element|List, default: null|Integer, default: 100|Float, default: 1	
ee.Feature.id	Returns the ID of a given element within a collection. Objects outside collections are not guaranteed to have IDs.	Feature.id()	String	element	Element	
ee.Feature.intersection	Returns a feature containing the intersection of the geometries of two features, with the properties of the left feature.	Feature.intersection(right, maxError, proj)	Feature	left|right|maxError|proj	Element|Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.intersects	Returns true if and only if the feature geometries intersect.	Feature.intersects(right, maxError, proj)	Boolean	left|right|maxError|proj	Element|Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.length	Returns the length of the linear parts of the geometry of a given feature. Polygonal parts are ignored. The length of multi geometries is the sum of the lengths of their components.	Feature.length(maxError, proj)	Float	feature|maxError|proj	Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.perimeter	Returns the length of the perimeter of the polygonal parts of the geometry of a given feature. The perimeter of multi geometries is the sum of the perimeters of their components.	Feature.perimeter(maxError, proj)	Float	feature|maxError|proj	Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.propertyNames	Returns the names of properties on this element.	Feature.propertyNames()	List	element	Element	
ee.Feature.select	Selects properties from a feature by name or RE2-compatible regex and optionally renames them.	Feature.select(propertySelectors, newProperties, retainGeometry)	Element	input|propertySelectors|newProperties|retainGeometry	Element|List|List, default: null|Boolean, default: true	
ee.Feature.serialize	Returns the serialized representation of this object.	Feature.serialize(legacy)	String	computedobject|legacy	ComputedObject|Boolean, optional	
ee.Feature.set	Overrides one or more metadata properties of an Element.	Feature.set(var_args)	Element	element|var_args	Element|VarArgs	
ee.Feature.setGeometry	Returns the feature, with the geometry replaced by the specified geometry.	Feature.setGeometry(geometry)	Element	feature|geometry	Element|Geometry, default: null	
ee.Feature.simplify	Simplifies the geometry of a feature to within a given error margin. Note that this does not respect the error margin requested by the consumer of this algorithm, unless maxError is explicitly specified to be null.	Feature.simplify(maxError, proj)	Feature	feature|maxError|proj	Element|ErrorMargin|Projection, default: null	
ee.Feature.symmetricDifference	Returns a feature containing the symmetric difference between geometries of two features.	Feature.symmetricDifference(right, maxError, proj)	Feature	left|right|maxError|proj	Element|Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.toArray	Creates an array from the given properties of an object, which must all be numbers.	Feature.toArray(properties)	Array	feature|properties	Feature|List	
ee.Feature.toDictionary	Extract properties from a feature as a dictionary.	Feature.toDictionary(properties)	Dictionary	element|properties	Element|List, default: null	
ee.Feature.transform	Transforms the geometry of a feature to a specific projection.	Feature.transform(proj, maxError)	Feature	feature|proj|maxError	Element|Projection, optional|ErrorMargin, default: null	
ee.Feature.union	Returns a feature containing the union of the geometries of two features.	Feature.union(right, maxError, proj)	Feature	left|right|maxError|proj	Element|Element|ErrorMargin, default: null|Projection, default: null	
ee.Feature.withinDistance	Returns true if and only if the geometries of two features are within a specified distance.	Feature.withinDistance(right, distance, maxError, proj)	Boolean	left|right|distance|maxError|proj	Element|Element|Float|ErrorMargin, default: null|Projection, default: null	
ee.FeatureCollection	FeatureCollections can be constructed from the following arguments:	ee.FeatureCollection(args, column)	FeatureCollection	args|column	ComputedObject|Feature|FeatureCollection|Geometry|List|String, optional	
ee.FeatureCollection.aggregate_array	Aggregates over a given property of the objects in a collection, calculating a list of all the values of the selected property.	FeatureCollection.aggregate_array(property)	List	collection|property	FeatureCollection|String	
ee.FeatureCollection.aggregate_count	Aggregates over a given property of the objects in a collection, calculating the number of non-null values of the property.	FeatureCollection.aggregate_count(property)	Number	collection|property	FeatureCollection|String	
ee.FeatureCollection.aggregate_count_distinct	Aggregates over a given property of the objects in a collection, calculating the number of distinct values for the selected property.	FeatureCollection.aggregate_count_distinct(property)	Number	collection|property	FeatureCollection|String	
ee.FeatureCollection.aggregate_first	Aggregates over a given property of the objects in a collection, calculating the property value of the first object in the collection.	FeatureCollection.aggregate_first(property)		collection|property	FeatureCollection|String	
ee.FeatureCollection.aggregate_histogram	Aggregates over a given property of the objects in a collection, calculating a histogram of the selected property.	FeatureCollection.aggregate_histogram(property)	Dictionary	collection|property	FeatureCollection|String	
ee.FeatureCollection.aggregate_max	Aggregates over a given property of the objects in a collection, calculating the maximum of the values of the selected property.	FeatureCollection.aggregate_max(property)		collection|property	FeatureCollection|String	
ee.FeatureCollection.aggregate_mean	Aggregates over a given property of the objects in a collection, calculating the mean of the selected property.	FeatureCollection.aggregate_mean(property)	Number	collection|property	FeatureCollection|String	
ee.FeatureCollection.aggregate_min	Aggregates over a given property of the objects in a collection, calculating the minimum of the values of the selected property.	FeatureCollection.aggregate_min(property)		collection|property	FeatureCollection|String	
ee.FeatureCollection.aggregate_product	Aggregates over a given property of the objects in a collection, calculating the product of the values of the selected property.	FeatureCollection.aggregate_product(property)	Number	collection|property	FeatureCollection|String	
ee.FeatureCollection.aggregate_sample_sd	Aggregates over a given property of the objects in a collection, calculating the sample std. deviation of the values of the selected property.	FeatureCollection.aggregate_sample_sd(property)	Number	collection|property	FeatureCollection|String	
ee.FeatureCollection.aggregate_sample_var	Aggregates over a given property of the objects in a collection, calculating the sample variance of the values of the selected property.	FeatureCollection.aggregate_sample_var(property)	Number	collection|property	FeatureCollection|String	
ee.FeatureCollection.aggregate_stats	Aggregates over a given property of the objects in a collection, calculating the sum, min, max, mean, sample standard deviation, sample variance, total standard deviation and total variance of the selected property.	FeatureCollection.aggregate_stats(property)	Dictionary	collection|property	FeatureCollection|String	
ee.FeatureCollection.aggregate_sum	Aggregates over a given property of the objects in a collection, calculating the sum of the values of the selected property.	FeatureCollection.aggregate_sum(property)	Number	collection|property	FeatureCollection|String	
ee.FeatureCollection.aggregate_total_sd	Aggregates over a given property of the objects in a collection, calculating the total std. deviation of the values of the selected property.	FeatureCollection.aggregate_total_sd(property)	Number	collection|property	FeatureCollection|String	
ee.FeatureCollection.aggregate_total_var	Aggregates over a given property of the objects in a collection, calculating the total variance of the values of the selected property.	FeatureCollection.aggregate_total_var(property)	Number	collection|property	FeatureCollection|String	
ee.FeatureCollection.aside	Calls a function passing this object as the first argument, and returning itself. Convenient e.g. when debugging:	FeatureCollection.aside(func, var_args)	ComputedObject	computedobject|func|var_args	ComputedObject|Function|VarArgs	
ee.FeatureCollection.classify	Classifies each feature in a collection.	FeatureCollection.classify(classifier, outputName)	FeatureCollection	features|classifier|outputName	"FeatureCollection|Classifier|String, default: ""classification"""	
ee.FeatureCollection.cluster	Clusters each feature in a collection, adding a new column to each feature containing the cluster number to which it has been assigned.	FeatureCollection.cluster(clusterer, outputName)	FeatureCollection	features|clusterer|outputName	"FeatureCollection|Clusterer|String, default: ""cluster"""	
ee.FeatureCollection.copyProperties	Copies metadata properties from one element to another.	FeatureCollection.copyProperties(source, properties, exclude)	Element	destination|source|properties|exclude	Element, default: null|Element, default: null|List, default: null|List, default: null	
ee.FeatureCollection.distance	Produces a DOUBLE image where each pixel is the distance in meters from the pixel center to the nearest Point, LineString, or polygonal boundary in the collection. Note distance is also measured within interiors of polygons. Pixels that are not within 'searchRadius' meters of a geometry will be masked out.	FeatureCollection.distance(searchRadius, maxError)	Image	features|searchRadius|maxError	FeatureCollection|Float, default: 100000|Float, default: 100	
ee.FeatureCollection.distinct	Removes duplicates from a collection. Note that duplicates are determined using a strong hash over the serialized form of the selected properties.	FeatureCollection.distinct(properties)	FeatureCollection	collection|properties	FeatureCollection|Object	
ee.FeatureCollection.draw	Paints a vector collection for visualization. Not intended for use as input to other algorithms.	FeatureCollection.draw(color, pointRadius, strokeWidth)	Image	collection|color|pointRadius|strokeWidth	FeatureCollection|String|Integer, default: 3|Integer, default: 2	
ee.FeatureCollection.errorMatrix	Computes a 2D error matrix for a collection by comparing two columns of a collection: one containing the actual values, and one containing predicted values.The values are expected to be small contiguous integers, starting from 0. Axis 0 (the rows) of the matrix correspond to the actual values, and Axis 1 (the columns) to the predicted values.	FeatureCollection.errorMatrix(actual, predicted, order)	ConfusionMatrix	collection|actual|predicted|order	FeatureCollection|String|String|List, default: null	
ee.FeatureCollection.evaluate	Asynchronously retrieves the value of this object from the server and passes it to the provided callback function.	FeatureCollection.evaluate(callback)		computedobject|callback	ComputedObject|Function	
ee.FeatureCollection.filter	Apply a filter to this collection.	FeatureCollection.filter(filter)	Collection	collection|filter	Collection|Filter	
ee.FeatureCollection.filterBounds	Shortcut to filter a collection by intersection with geometry. Items in the collection with a footprint that fails to intersect the given geometry will be excluded.	FeatureCollection.filterBounds(geometry)	Collection	collection|geometry	Collection|ComputedObject|FeatureCollection|Geometry	
ee.FeatureCollection.filterDate	Shortcut to filter a collection by a date range. The start and end may be Dates, numbers (interpreted as milliseconds since 1970-01-01T00:00:00Z), or strings (such as '1996-01-01T08:00'). Based on 'system:time_start'.	FeatureCollection.filterDate(start, end)	Collection	collection|start|end	Collection|Date|Number|String|Date|Number|String, optional	
ee.FeatureCollection.first	Returns the first entry from a given collection.	FeatureCollection.first()	Element	collection	FeatureCollection	
ee.FeatureCollection.flatten	Flattens collections of collections.	FeatureCollection.flatten()	FeatureCollection	collection	FeatureCollection	
ee.FeatureCollection.geometry	Extracts and merges the geometries of a collection. Requires that all the geometries in the collection share the projection and edge interpretation.	FeatureCollection.geometry(maxError)	Geometry	collection|maxError	FeatureCollection|ErrorMargin, optional	
ee.FeatureCollection.get	Extract a property from a feature.	FeatureCollection.get(property)		object|property	Element|String	
ee.FeatureCollection.getArray	Extract a property from a feature.	FeatureCollection.getArray(property)	Array	object|property	Element|String	
ee.FeatureCollection.getDownloadURL	Gets a download URL. When the URL is accessed, the FeatureCollection is downloaded in one of several formats.	FeatureCollection.getDownloadURL(format, selectors, filename, callback)	Object|String	featurecollection|format|selectors|filename|callback	FeatureCollection|String, optional|List, optional|String, optional|Function, optional	
ee.FeatureCollection.getInfo	An imperative function that returns all the known information about this collection via an AJAX call.	FeatureCollection.getInfo(callback)	FeatureCollectionDescription	featurecollection|callback	FeatureCollection|Function, optional	
ee.FeatureCollection.getMapId	An imperative function that returns a map ID and optional token, suitable for generating a Map overlay.	FeatureCollection.getMapId(visParams, callback)	MapId|Object	featurecollection|visParams|callback	FeatureCollection|Object, optional|Function, optional	
ee.FeatureCollection.getNumber	Extract a property from a feature.	FeatureCollection.getNumber(property)	Number	object|property	Element|String	
ee.FeatureCollection.getString	Extract a property from a feature.	FeatureCollection.getString(property)	String	object|property	Element|String	
ee.FeatureCollection.inverseDistance	Returns an inverse-distance weighted estimate of the value at each pixel.	FeatureCollection.inverseDistance(range, propertyName, mean, stdDev, gamma, reducer)	Image	collection|range|propertyName|mean|stdDev|gamma|reducer	FeatureCollection|Float|String|Float|Float|Float, default: 1|Reducer, default: null	
ee.FeatureCollection.iterate	Applies a user-supplied function to each element of a collection. The user-supplied function is given two arguments: the current element, and the value returned by the previous call to iterate() or the first argument, for the first iteration. The result is the value returned by the final call to the user-supplied function.	FeatureCollection.iterate(algorithm, first)	ComputedObject	collection|algorithm|first	Collection|Function|Object, optional	
ee.FeatureCollection.kriging	Returns the results of sampling a Kriging estimator at each pixel.	FeatureCollection.kriging(propertyName, shape, range, sill, nugget, maxDistance, reducer)	Image	collection|propertyName|shape|range|sill|nugget|maxDistance|reducer	FeatureCollection|String|String|Float|Float|Float|Float, default: null|Reducer, default: null	
ee.FeatureCollection.limit	Limit a collection to the specified number of elements, optionally sorting them by a specified property first.	FeatureCollection.limit(max, property, ascending)	Collection	collection|max|property|ascending	Collection|Number|String, optional|Boolean, optional	
ee.FeatureCollection.makeArray	Add a 1-D Array to each feature in a collection by combining a list of properties for each feature into a 1-D Array. All of the properties must be numeric values.  If a feature doesn't contain all of the named properties, or any of them aren't numeric, the feature will be dropped from the resulting collection.	FeatureCollection.makeArray(properties, name)	FeatureCollection	collection|properties|name	"FeatureCollection|List|String, default: ""array"""	
ee.FeatureCollection.map	Maps an algorithm over a collection.	FeatureCollection.map(algorithm, dropNulls)	Collection	collection|algorithm|dropNulls	Collection|Function|Boolean, optional	
ee.FeatureCollection.merge	Merges two collections into one. The result has all the elements that were in either collection.	FeatureCollection.merge(collection2)	FeatureCollection	collection1|collection2	FeatureCollection|FeatureCollection	
ee.FeatureCollection.propertyNames	Returns the names of properties on this element.	FeatureCollection.propertyNames()	List	element	Element	
ee.FeatureCollection.randomColumn	Adds a column of deterministic pseudorandom numbers to a collection.  The outputs are double-precision floating point numbers. When using the 'uniform' distribution (default), outputs are in the range of [0, 1). Using the 'normal' distribution, outputs have μ=0, 𝛔=1, but have no explicit limits.	FeatureCollection.randomColumn(columnName, seed, distribution)	FeatureCollection	collection|columnName|seed|distribution	"FeatureCollection|String, default: ""random""|Long, default: 0|String, default: ""uniform"""	
ee.FeatureCollection.randomPoints	Generates points that are uniformly random in the given geometry. If the geometry is two-dimensional (polygon or multi-polygon) then the returned points are uniformly distributed on the given region of the sphere. If the geometry is one-dimensional (linestrings), the returned points are interpolated uniformly along the geometry's edges. If the geometry has dimension zero (points), the returned points are sampled uniformly from the input points. If a multi-geometry of mixed dimension is given, points are sampled from the component geometries with the highest dimension.	ee.FeatureCollection.randomPoints(region, points, seed, maxError)	FeatureCollection	region|points|seed|maxError	Geometry|Integer, default: 1000|Long, default: 0|ErrorMargin, optional	
ee.FeatureCollection.reduceColumns	Apply a reducer to each element of a collection, using the given selectors to determine the inputs.	FeatureCollection.reduceColumns(reducer, selectors, weightSelectors)	Dictionary	collection|reducer|selectors|weightSelectors	FeatureCollection|Reducer|List|List, default: null	
ee.FeatureCollection.reduceToImage	Creates an image from a feature collection by applying a reducer over the selected properties of all the features that intersect each pixel.	FeatureCollection.reduceToImage(properties, reducer)	Image	collection|properties|reducer	FeatureCollection|List|Reducer	
ee.FeatureCollection.remap	Remaps the value of a specific property in a collection. Takes two parallel lists and maps values found in one to values in the other. Any element with a value that is not specified in the first list is dropped from the output collection.	FeatureCollection.remap(lookupIn, lookupOut, columnName)	FeatureCollection	collection|lookupIn|lookupOut|columnName	FeatureCollection|List|List|String	
ee.FeatureCollection.select	Select properties from each Feature in a collection.  It is also possible to call this function with only string arguments; they will be all be interpreted as propertySelectors (varargs).	FeatureCollection.select(propertySelectors, newProperties, retainGeometry)	FeatureCollection	featurecollection|propertySelectors|newProperties|retainGeometry	FeatureCollection|List|List, optional|Boolean, optional	
ee.FeatureCollection.serialize	Returns the serialized representation of this object.	FeatureCollection.serialize(legacy)	String	computedobject|legacy	ComputedObject|Boolean, optional	
ee.FeatureCollection.set	Overrides one or more metadata properties of an Element.	FeatureCollection.set(var_args)	Element	element|var_args	Element|VarArgs	
ee.FeatureCollection.size	Returns the number of elements in the collection.	FeatureCollection.size()	Integer	collection	FeatureCollection	
ee.FeatureCollection.sort	Sort a collection by the specified property.	FeatureCollection.sort(property, ascending)	Collection	collection|property|ascending	Collection|String|Boolean, optional	
ee.FeatureCollection.style	Draw a vector collection for visualization using a simple style language.	FeatureCollection.style(color, pointSize, pointShape, width, fillColor, styleProperty, neighborhood, lineType)	Image	collection|color|pointSize|pointShape|width|fillColor|styleProperty|neighborhood|lineType	"FeatureCollection|String, default: ""black""|Integer, default: 3|String, default: ""circle""|Float, default: 2|String, default: null|String, default: null|Integer, default: 5|String, default: ""solid"""	
ee.FeatureCollection.toDictionary	Extract properties from a feature as a dictionary.	FeatureCollection.toDictionary(properties)	Dictionary	element|properties	Element|List, default: null	
ee.FeatureCollection.toList	Returns the elements of a collection as a list.	FeatureCollection.toList(count, offset)	List	collection|count|offset	FeatureCollection|Integer|Integer, default: 0	
ee.FeatureCollection.union	Merges all geometries in a given collection into one and returns a collection containing a single feature with only an ID of 'union_result' and a geometry.	FeatureCollection.union(maxError)	FeatureCollection	collection|maxError	FeatureCollection|ErrorMargin, default: null	
ee.Filter	Constructs a new filter. This constructor accepts the following args:	ee.Filter(filter)	Filter	filter	Filter|List, optional	
ee.Filter.and	Combine two or more filters using boolean AND.	ee.Filter.and(var_args)	Filter	var_args	VarArgs	
ee.Filter.area	Returns a filter that passes if the specified geometry has an area within the given range (inclusive).	ee.Filter.area(min, max, maxError, geometrySelector)	Filter	min|max|maxError|geometrySelector	Float|Float|ErrorMargin, default: null|String, default: null	
ee.Filter.aside	Calls a function passing this object as the first argument, and returning itself. Convenient e.g. when debugging:	Filter.aside(func, var_args)	ComputedObject	computedobject|func|var_args	ComputedObject|Function|VarArgs	
ee.Filter.bounds	Creates a filter that passes if the object's geometry intersects the given geometry.	ee.Filter.bounds(geometry, errorMargin)	Filter	geometry|errorMargin	ComputedObject|FeatureCollection|Geometry|ComputedObject|Number, optional	
ee.Filter.calendarRange	Returns a filter that passes if the object's timestamp falls within the given range of a calendar field. The month, day_of_year, day_of_month, and day_of_week are 1-based. Times are assumed to be in UTC. Weeks are assumed to begin on Monday as day 1. If end < start then this tests for value >= start OR value <= end, to allow for wrapping.	ee.Filter.calendarRange(start, end, field)	Filter	start|end|field	"Integer|Integer, default: null|String, default: ""day_of_year"""	
